DPT;CIRC;INS;VOT;BLA;NUL;EXP;EXG;PCF;FG;EELV-GR;EELV;PS-EELV;PS;DVG;GEC;DIV;ECO;REG;MoDem;UDI;UD;LR;DVD;SOUV;FN;EXD
93;12;64465;26704;518;333;25853;365;0;1472;0;1342;0;6445;43;0;296;0;0;0;0;6548;0;222;1799;7321;0
94;01;84262;40021;694;451;38876;398;0;3159;0;3078;0;8841;99;0;143;0;0;0;0;13001;0;601;3324;6232;0
94;02;65137;24635;510;430;23695;575;0;2864;0;1912;0;6941;46;0;581;0;0;0;0;4565;0;222;1621;4368;0
94;03;70805;30448;714;327;29407;406;0;2671;0;1580;0;6229;43;0;463;0;0;0;0;7017;0;231;3828;6939;0
94;04;72127;34179;617;397;33165;379;0;1951;0;2313;0;7247;46;0;119;0;0;0;0;10718;0;364;2883;7145;0
94;05;88944;38958;815;305;37838;415;0;3816;0;2910;0;8488;72;0;92;0;0;0;0;13029;0;393;2677;5946;0
94;06;80283;39145;593;318;38234;364;0;3702;0;3976;0;9839;89;0;162;0;0;0;0;13179;0;461;2093;4369;0
94;07;64739;29081;600;302;28179;446;0;2419;0;2271;0;7666;58;0;135;0;0;0;0;7829;0;279;2174;4902;0
94;08;75625;37392;712;339;36341;437;0;1863;0;3007;0;8461;58;0;137;0;0;0;0;13896;0;423;2545;5514;0
94;09;53577;21406;445;347;20614;421;0;3056;0;1675;0;6238;45;0;242;0;0;0;0;3759;0;199;1170;3809;0
94;10;63082;26004;523;357;25124;635;0;5920;0;2260;0;6894;112;0;184;0;0;0;0;3907;0;203;1248;3761;0
94;11;62062;26297;633;271;25393;423;0;4075;0;2884;0;7489;94;0;223;0;0;0;0;5066;0;270;1280;3589;0
95;01;80992;39685;860;484;38341;683;0;2018;0;2819;0;7836;181;0;45;0;0;0;0;9975;0;443;3060;11281;0
95;02;75460;35533;675;406;34452;481;0;1821;0;2676;0;7651;170;0;38;0;0;0;0;9602;0;364;2632;9017;0
95;03;90677;42064;915;478;40671;515;0;2428;0;2975;0;8966;108;0;60;0;0;0;0;11606;0;453;3354;10206;0
95;04;75180;34562;655;378;33529;412;0;1607;0;2396;0;7748;99;0;112;0;0;0;0;9824;0;423;3637;7271;0
95;05;67274;24891;639;375;23877;791;0;2443;0;1619;0;6536;52;0;356;0;0;0;0;4851;0;274;1357;5598;0
95;06;76835;33058;629;392;32037;392;0;1663;0;2323;0;7365;71;0;69;0;0;0;0;10650;0;388;2472;6644;0
95;07;69118;29081;570;331;28180;410;0;1397;0;1819;0;7121;71;0;113;0;0;0;0;8394;0;294;1986;6575;0
95;08;54557;15916;436;295;15185;337;0;1130;0;865;0;4433;37;0;456;0;0;0;0;3250;0;168;821;3688;0
95;09;69705;26411;604;409;25398;522;0;1602;0;1441;0;5745;43;0;218;0;0;0;0;5178;0;230;1848;8571;0
95;10;64236;25945;724;234;24987;453;0;1401;0;2117;0;7449;150;0;109;0;0;0;0;5624;0;308;1849;5527;0
2A;01;49796;27995;364;374;27257;0;1674;0;0;0;0;625;5194;0;0;0;7071;0;0;6769;0;2045;364;3515;0
2A;02;57026;33967;412;278;33277;0;2118;0;0;0;0;924;5892;0;0;0;8125;0;0;5024;0;7174;383;3637;0
2B;01;57557;32378;540;395;31443;0;2175;0;0;0;0;1301;8294;0;0;0;10111;0;0;2927;0;2658;356;3621;0
2B;02;65487;42803;479;312;42012;0;1481;0;0;0;0;1503;15065;0;0;0;12100;0;0;2922;0;5141;397;3403;0
ZA;01;76100;35480;752;1067;33661;538;300;0;0;0;13515;0;16099;0;1152;0;186;0;0;0;851;718;0;302;0
ZA;02;85702;35919;725;1119;34075;400;489;0;0;0;14014;0;13128;0;1340;0;181;0;0;0;3147;622;0;754;0
ZA;03;82318;39931;764;1074;38093;490;283;0;0;0;13740;0;19657;0;1113;0;150;0;0;0;1737;368;0;555;0
ZA;04;69313;36645;742;1278;34625;564;225;0;0;0;16448;0;14892;0;865;0;180;0;0;0;577;512;0;362;0
ZB;01;79302;32081;1039;1006;30036;746;0;0;0;0;0;0;13638;0;1740;0;9107;0;402;0;4403;0;0;0;0
ZB;02;82517;34678;1088;1016;32574;737;0;0;0;0;0;0;17322;0;1734;0;6491;0;432;0;5858;0;0;0;0
ZB;03;65885;26603;791;622;25190;523;0;0;0;0;0;0;14496;0;1459;0;5421;0;431;0;2860;0;0;0;0
ZB;04;83019;34354;720;805;32829;454;0;0;0;0;0;0;10757;0;1410;0;15504;0;553;0;4151;0;0;0;0
ZC;01;51258;21977;480;420;21077;0;0;0;0;0;0;0;8493;1379;8741;0;1614;0;0;499;0;351;0;0;0
ZC;02;36925;15608;291;264;15053;0;0;0;0;0;0;0;5849;1186;6557;0;624;0;0;615;0;222;0;0;0
ZD;01;79528;33125;647;658;31820;145;0;0;0;0;9551;0;1195;0;518;0;136;3780;0;14062;0;1065;292;1076;0
ZD;02;90771;38698;722;877;37099;146;0;0;0;0;13367;0;1337;0;473;0;139;6271;0;14250;0;190;286;640;0
ZD;03;90867;42554;1152;1248;40154;155;0;0;0;0;8198;0;1596;0;713;0;352;11551;0;15803;0;303;338;1145;0
ZD;04;101943;50147;990;1354;47803;180;0;0;0;0;7802;0;10723;0;684;0;247;7320;0;18921;0;330;427;1169;0
ZD;05;81467;33476;543;743;32190;326;0;0;0;0;6453;0;4323;0;279;0;159;5988;0;13607;0;201;255;599;0
ZD;06;73889;31236;622;558;30056;140;0;0;0;0;6698;0;2758;0;406;0;129;4865;0;13744;0;411;205;700;0
ZD;07;107006;48773;940;1161;46672;171;0;0;0;0;11179;0;1471;0;822;0;220;14246;0;16894;0;204;439;1026;0
